word	happiness_rank	happiness_average	happiness_standard_deviation	twitter_rank	google_rank	nyt_rank	lyrics_rank
than	8211	4.74	1.0461	143	59	65	150
trials	8212	4.74	1.7239	0	3930	3826	0
yu	8213	4.74	1.4682	826	0	0	4223
zijn	8214	4.74	0.6328	4618	0	0	1376
ci	8215	4.73	1.1863	0	0	0	1993
cling	8216	4.73	1.4688	0	0	0	3493
niemand	8217	4.73	1.1863	0	0	0	3436
possessed	8218	4.73	1.9124	0	2849	0	0
refrain	8219	4.73	1.6555	0	0	0	2112
thangs	8220	4.73	1.5381	0	0	0	2636
weg	8221	4.73	1.2209	0	0	0	2264
bwoy	8222	4.73	1.5401	0	0	0	4653
#tcot	8223	4.72	0.9697	0	0	0	0
'i	8224	4.72	1.1959	0	0	0	0
43d	8225	4.72	1.1613	0	0	0	0
@johncmayer	8226	4.72	1.4003	0	0	0	0
a3	8227	4.72	1.1256	0	0	0	0
alien	8228	4.72	1.6293	3183	0	0	4583
assume	8229	4.72	1.1787	4259	1742	4057	0
bent	8230	4.72	1.5654	0	3880	0	1748
bestie	8231	4.72	1.5524	4598	0	0	0
citing	8232	4.72	1.4434	0	0	4396	0
claims	8233	4.72	1.4434	3368	1647	1833	0
condition	8234	4.72	1.3407	4093	635	1644	4771
ct	8235	4.72	1.2784	4179	4724	1063	0
d	8236	4.72	0.9044	463	140	424	1174
dealer	8237	4.72	1.7961	0	0	4202	0
depends	8238	4.72	0.8816	3000	1826	4587	4468
e	8239	4.72	0.9044	304	327	319	384
estas	8240	4.72	1.0309	0	0	0	2306
fits	8241	4.72	1.7847	0	0	0	3677
government's	8242	4.72	1.7266	0	0	0	0
guessing	8243	4.72	1.6293	4808	0	0	0
huh	8244	4.72	1.3856	1214	0	0	605
loca	8245	4.72	1.5391	0	0	0	3964
medical	8246	4.72	1.6041	2115	836	367	0
meh	8247	4.72	1.1256	2814	0	0	0
melhor	8248	4.72	1.3559	3755	0	0	0
offset	8249	4.72	1.1959	0	0	4407	0
period	8250	4.72	1.4291	2216	284	625	0
pulmonary	8251	4.72	1.3856	0	3903	0	0
redman	8252	4.72	1.4988	0	0	0	4570
repeatedly	8253	4.72	0.9485	0	4893	3522	0
ses	8254	4.72	1.1959	0	0	0	4949
sum1	8255	4.72	1.5391	0	0	0	0
surrounded	8256	4.72	1.5524	0	3240	3963	3024
tho	8257	4.72	1.2461	547	4306	0	0
umm	8258	4.72	1.4988	2606	0	0	4894
underneath	8259	4.72	1.2296	0	0	0	1384
vai	8260	4.72	0.8091	2017	0	0	3455
wake	8261	4.72	1.6542	725	0	3715	486
wird	8262	4.72	1.1073	4817	0	0	2572
wk	8263	4.72	0.9267	4872	0	0	0
wo	8264	4.72	1.2784	4755	0	0	871
doesn	8265	4.71	1.2247	0	2181	0	0
ei	8266	4.71	0.8898	0	0	0	4113
induced	8267	4.71	1.6457	0	2289	0	0
interference	8268	4.71	1.7321	0	4107	0	0
komm	8269	4.71	1.1180	0	0	0	4707
obligations	8270	4.71	1.6073	0	3988	0	0
perder	8271	4.71	1.2583	0	0	0	4590
pues	8272	4.71	1.5811	0	0	0	3288
tus	8273	4.71	1.3693	0	0	0	1209
voel	8274	4.71	1.1291	0	0	0	4580
boundaries	8275	4.70	1.5592	0	3318	0	0
affairs	8276	4.70	1.5940	0	1152	1210	0
almost	8277	4.70	1.0351	422	308	521	801
boi	8278	4.70	1.1650	4522	0	0	4929
c	8279	4.70	0.8391	655	197	385	1345
chasing	8280	4.70	1.3740	4896	0	0	2054
corporate	8281	4.70	1.5286	3425	2948	1032	0
corps	8282	4.70	1.4463	0	3336	2931	0
cos	8283	4.70	0.7626	2065	0	0	810
crossed	8284	4.70	1.3740	3177	3372	0	2145
duty	8285	4.70	1.2657	3179	1096	3215	4663
except	8286	4.70	1.4033	1342	661	1881	1916
excessive	8287	4.70	1.7642	0	3470	0	0
geef	8288	4.70	1.2164	0	0	0	4320
gue	8289	4.70	0.9949	1796	0	0	0
hella	8290	4.70	1.5551	1797	0	0	0
hound	8291	4.70	1.5811	0	0	0	4703
however	8292	4.70	0.9742	1981	120	574	4294
inc	8293	4.70	1.2330	2479	2205	194	0
isso	8294	4.70	1.0738	3174	0	0	0
kno	8295	4.70	0.8631	783	0	0	4187
lawmakers	8296	4.70	1.4604	0	0	2946	0
legislative	8297	4.70	1.5419	0	3164	2704	0
legislature	8298	4.70	1.5286	0	3373	2036	0
loc	8299	4.70	1.1112	0	0	0	4967
los	8300	4.70	1.1824	723	2459	585	601
mau	8301	4.70	0.9313	2159	0	0	0
maybe	8302	4.70	1.1112	288	2222	1127	255
mere	8303	4.70	1.3132	0	1490	0	0
nail	8304	4.70	1.4321	3637	0	0	3635
neva	8305	4.70	0.9949	3050	0	0	3331
nichts	8306	4.70	1.1824	0	0	0	3161
nuh	8307	4.70	1.3887	0	0	0	1621
nya	8308	4.70	0.7354	3281	0	0	0
payment	8309	4.70	2.0025	0	2182	2990	0
pullin	8310	4.70	1.4178	0	0	0	4827
rocky	8311	4.70	1.7291	0	0	0	4343
sd	8312	4.70	1.3132	4844	0	0	0
senate	8313	4.70	1.4178	2396	2609	614	0
ser	8314	4.70	1.0926	1898	0	0	1261
serbian	8315	4.70	1.3286	0	0	4468	0
seriously	8316	4.70	1.5551	575	2843	2685	0
slight	8317	4.70	1.0546	0	2561	0	0
striking	8318	4.70	1.8763	0	2747	3966	0
tweeps	8319	4.70	1.6568	1899	0	0	0
wrk	8320	4.70	1.5419	4940	0	0	0
wth	8321	4.70	1.0546	3664	0	0	0
yet	8322	4.70	0.7890	327	199	453	555
frontin	8323	4.69	1.5573	0	0	0	3687
iets	8324	4.69	1.1218	0	0	0	4743
sind	8325	4.69	1.2617	0	0	0	1900
weh	8326	4.69	1.2111	0	0	0	3401
shakes	8327	4.69	1.8237	0	0	0	4365
uns	8328	4.69	1.1878	0	0	0	1969
zou	8329	4.69	1.4754	0	0	0	3038
pasar	8330	4.68	1.0856	0	0	0	4832
ab	8331	4.68	1.3619	3216	4113	0	0
ba	8332	4.68	1.2848	3807	0	0	1032
bodies	8333	4.68	1.6218	0	1440	3572	1445
borrowed	8334	4.68	1.4348	0	0	0	4785
clinical	8335	4.68	1.3768	0	1350	2901	0
cross	8336	4.68	1.7076	1538	868	1759	748
curb	8337	4.68	1.2848	0	0	0	4681
cuz	8338	4.68	1.7195	440	0	0	313
deputy	8339	4.68	1.3468	0	4846	1349	0
doen	8340	4.68	0.9781	0	0	0	4226
dun	8341	4.68	1.3915	4306	0	0	3367
einen	8342	4.68	1.1147	4118	0	0	4431
gibt	8343	4.68	1.2362	0	0	0	4510
har	8344	4.68	1.3768	4166	0	0	2865
how	8345	4.68	1.0190	55	107	144	68
inevitable	8346	4.68	1.3619	0	3731	0	0
institutions	8347	4.68	1.6835	0	1191	2071	0
islam	8348	4.68	2.3250	0	4514	0	0
knives	8349	4.68	2.0941	0	0	0	4875
kono	8350	4.68	1.1507	0	0	0	4782
nem	8351	4.68	1.0962	3445	0	0	4718
oldest	8352	4.68	1.6468	0	0	4553	0
op	8353	4.68	0.7407	1410	2916	0	1022
overcast	8354	4.68	1.6591	4352	0	0	0
patient's	8355	4.68	1.5836	0	4257	0	0
pq	8356	4.68	1.1683	4685	0	0	0
qtr	8357	4.68	1.1683	0	0	2543	0
rapper	8358	4.68	1.9737	4504	0	0	2630
requires	8359	4.68	1.0190	0	1407	2356	0
ruling	8360	4.68	1.4490	0	4516	1520	0
shady	8361	4.68	1.7076	0	0	0	2124
sodium	8362	4.68	1.5043	0	3254	0	0
spots	8363	4.68	1.4061	4453	0	4940	3660
threw	8364	4.68	1.0583	2696	3673	3813	1516
uu	8365	4.68	1.2196	3923	0	0	0
wereld	8366	4.68	1.1507	0	0	0	4869
wht	8367	4.68	1.3005	3793	0	0	0
wir	8368	4.68	1.3161	0	0	0	1090
bg	8369	4.67	0.9217	0	0	0	3563
bump	8370	4.67	1.4199	0	0	0	1543
dein	8371	4.67	1.1436	0	0	0	2442
dependence	8372	4.67	1.9620	0	3509	0	0
flesh	8373	4.67	1.5598	0	2983	0	1045
hustle	8374	4.67	1.6880	0	0	0	2010
immer	8375	4.67	1.0486	0	0	0	2338
nooit	8376	4.67	1.4774	0	0	0	2697
dicen	8377	4.67	1.1361	0	0	0	4379
tumble	8378	4.67	1.7023	0	0	0	4665
13th	8379	4.66	1.6856	0	0	0	0
agora	8380	4.66	1.6113	2490	0	0	0
borrow	8381	4.66	1.5729	4792	0	0	3845
drip	8382	4.66	1.3940	0	0	0	2770
forms	8383	4.66	1.3342	0	530	3035	0
freakin	8384	4.66	1.8584	2584	0	0	0
ga	8385	4.66	0.8715	1079	0	3765	1210
hole	8386	4.66	0.9607	2229	3069	3143	884
if	8387	4.66	0.8947	43	43	57	37
inquiry	8388	4.66	1.3793	0	3153	2779	0
islamic	8389	4.66	1.5201	0	0	3104	0
iz	8390	4.66	1.1886	3259	0	0	0
minor	8391	4.66	1.2554	4297	2082	2175	0
nach	8392	4.66	1.2875	4207	0	0	2702
nuttin	8393	4.66	1.3793	0	0	0	2485
odd	8394	4.66	1.6489	1387	4330	0	0
pile	8395	4.66	0.8947	4848	0	0	3824
punk	8396	4.66	1.5201	3147	0	0	1285
quisiera	8397	4.66	1.4086	0	0	0	3732
ruff	8398	4.66	1.6239	0	0	0	3223
seu	8399	4.66	1.1537	3619	0	0	0
shorty	8400	4.66	1.4654	3628	0	0	1348
strung	8401	4.66	1.3342	0	0	0	4276
ter	8402	4.66	0.9392	4057	0	0	0
theres	8403	4.66	1.2390	1820	0	0	1369
tua	8404	4.66	1.1359	0	0	0	4367
um	8405	4.66	0.9172	580	0	0	1198
v	8406	4.66	1.3032	1109	358	1401	3095
wanting	8407	4.66	1.4792	2184	4905	0	1609
yeltsin	8408	4.66	1.0616	0	0	4240	0
yur	8409	4.66	1.3342	3683	0	0	0
indirect	8410	4.65	1.3927	0	4145	0	0
rappin	8411	4.65	1.9100	0	0	0	3710
raps	8412	4.65	1.7387	0	0	0	3192
stripped	8413	4.65	1.9317	0	0	0	4538
tire	8414	4.65	1.4938	0	0	0	4992
undone	8415	4.65	1.2341	0	0	0	2380
wolves	8416	4.65	2.2781	0	0	0	3835
mek	8417	4.65	0.8377	0	0	0	2862
#ff	8418	4.64	1.3667	0	0	0	0
b3	8419	4.64	0.9848	0	0	0	0
crazy	8420	4.64	2.2566	383	0	4761	312
dry	8421	4.64	1.2578	2000	1565	3464	908
euch	8422	4.64	1.1911	0	0	0	3599
f	8423	4.64	1.4675	970	482	338	2430
freak	8424	4.64	1.9247	2706	0	0	944
freaky	8425	4.64	1.9458	0	0	0	1958
fucking	8426	4.64	2.9260	448	0	0	620
fuera	8427	4.64	1.1563	0	0	0	4686
ganz	8428	4.64	1.3211	0	0	0	3554
government	8429	4.64	1.6383	1675	157	161	2708
heb	8430	4.64	0.9424	4317	0	0	1905
hv	8431	4.64	1.1386	4147	0	0	0
ini	8432	4.64	1.1205	2469	0	0	0
kijk	8433	4.64	1.2578	0	0	0	4783
lbs	8434	4.64	1.1021	4389	0	0	0
left	8435	4.64	1.4394	360	205	292	183
lust	8436	4.64	2.0380	3998	0	0	1596
muslim	8437	4.64	1.6995	0	3734	3274	0
nj	8438	4.64	1.0835	3244	0	229	0
po	8439	4.64	1.3056	4231	0	3242	4273
pretend	8440	4.64	1.2739	3680	0	0	936
que	8441	4.64	1.3962	194	2340	0	118
slit	8442	4.64	1.5086	0	0	0	4608
soviet	8443	4.64	1.3365	0	1173	669	0
un	8444	4.64	0.7217	540	1841	3819	267
yer	8445	4.64	1.1205	4507	0	0	3001
compton	8446	4.63	1.4244	0	0	0	4051
fragments	8447	4.63	1.5505	0	4081	0	0
geht	8448	4.63	1.3180	0	0	0	3405
stares	8449	4.63	1.4957	0	0	0	4300
stiff	8450	4.63	1.6795	0	0	0	4629
wasn	8451	4.63	1.2697	0	1911	0	0
zij	8452	4.63	1.4676	0	0	0	4616
#mm	8453	4.62	1.4553	0	0	0	0
**municipal	8454	4.62	1.3536	0	0	0	0
@joejonas	8455	4.62	1.4270	0	0	0	0
@nickjonas	8456	4.62	1.5635	0	0	0	0
altijd	8457	4.62	1.3231	0	0	0	3558
bull	8458	4.62	1.3076	2349	3840	0	3767
bureau	8459	4.62	1.2919	0	3060	1502	0
dick	8460	4.62	1.7830	1510	0	3171	713
diet	8461	4.62	1.7248	1620	3018	0	0
gasoline	8462	4.62	1.4553	0	0	3887	4189
gov	8463	4.62	1.4968	3747	0	1756	0
governments	8464	4.62	1.7010	0	2163	2615	0
gray	8465	4.62	1.3384	4307	2640	2598	1904
holes	8466	4.62	0.9666	0	4410	4300	2106
holler	8467	4.62	1.4270	0	0	0	3255
lease	8468	4.62	1.2599	0	0	3962	0
lebanon	8469	4.62	1.3536	0	0	3322	0
noone	8470	4.62	1.3981	0	0	0	4700
ol'	8471	4.62	1.6022	0	0	0	0
out	8472	4.62	1.0476	36	68	68	38
palestinian	8473	4.62	1.6022	0	0	1850	0
past	8474	4.62	1.6022	704	484	464	465
peasants	8475	4.62	1.6149	0	4194	0	0
pigs	8476	4.62	2.0293	0	0	0	4215
pressed	8477	4.62	1.3076	0	3732	0	4855
serbs	8478	4.62	1.3686	0	0	4166	0
short-term	8479	4.62	1.3076	0	0	0	0
wid	8480	4.62	1.0669	4820	0	0	3432
year-ago	8481	4.62	1.4553	0	0	0	0
atomic	8482	4.61	1.7890	0	4271	0	0
daze	8483	4.61	1.4407	0	0	0	4370
feds	8484	4.61	2.1967	0	0	0	3721
ib	8485	4.61	1.3967	0	4677	0	0
jij	8486	4.61	1.1331	0	0	0	1742
inspection	8487	4.61	1.5506	0	4128	0	0
dit	8488	4.60	1.2839	0	0	0	1790
76th	8489	4.60	1.0880	0	0	0	0
bind	8490	4.60	1.7843	0	0	0	4155
bound	8491	4.60	1.3553	3416	1432	4393	1061
bruh	8492	4.60	1.1952	4610	0	0	0
commercial	8493	4.60	1.6162	1537	1397	1072	0
dar	8494	4.60	1.2122	4680	0	0	3175
differences	8495	4.60	1.3997	0	913	3139	0
fiscal	8496	4.60	1.3553	0	4856	1479	0
flames	8497	4.60	1.8736	0	0	0	1458
half	8498	4.60	1.0102	524	353	547	593
ik	8499	4.60	0.9476	1297	0	0	331
jg	8500	4.60	1.0690	4304	0	0	0
later	8501	4.60	1.3553	477	239	352	929
lemme	8502	4.60	1.1249	3875	0	0	2427
li	8503	4.60	1.1606	4857	4241	819	3032
little	8504	4.60	1.3401	178	133	266	104
mal	8505	4.60	1.3702	1765	0	0	1570
nme	8506	4.60	0.7825	4477	0	0	0
nunca	8507	4.60	1.0302	4773	0	0	1492
obligation	8508	4.60	1.4142	0	3694	4242	0
pretax	8509	4.60	1.4569	0	0	2570	0
q	8510	4.60	0.9689	706	2453	1983	3082
recall	8511	4.60	2.2768	4770	3177	4105	1950
sack	8512	4.60	1.4983	0	0	0	2499
shawty	8513	4.60	1.7496	0	0	0	3202
sticky	8514	4.60	1.3248	0	0	0	3292
tight	8515	4.60	1.2454	1936	4655	3595	511
trigger	8516	4.60	1.9483	0	0	0	2253
under	8517	4.60	1.3093	558	113	171	396
used	8518	4.60	1.4846	425	123	309	296
vs	8519	4.60	0.8330	621	3805	0	0
was	8520	4.60	0.8081	27	12	14	39
bark	8521	4.59	1.8475	0	0	0	4245
disguise	8522	4.59	1.3832	0	0	0	1766
gots	8523	4.59	1.4849	0	0	0	2280
och	8524	4.59	1.0977	0	0	0	3633
seldom	8525	4.59	1.5187	0	3249	0	0
dir	8526	4.58	0.9416	0	0	0	1395
tarde	8527	4.58	1.4267	0	0	0	4373
@revrunwisdom	8528	4.58	1.3566	0	0	0	0
aan	8529	4.58	1.3415	3780	0	0	1628
als	8530	4.58	1.0897	2505	0	0	838
although	8531	4.58	1.3262	1494	237	542	1646
bgt	8532	4.58	1.2469	3580	0	0	0
busy	8533	4.58	1.8305	674	3414	3909	1504
c-includes	8534	4.58	1.2792	0	0	0	0
cit	8535	4.58	1.2137	0	4662	0	0
congressional	8536	4.58	1.7507	0	0	1611	0
differ	8537	4.58	1.3415	0	2971	0	0
emo	8538	4.58	1.3864	4603	0	0	0
excuse	8539	4.58	1.5265	1328	4683	0	1892
fighter	8540	4.58	1.6548	3961	0	0	0
gtgt	8541	4.58	1.4441	2931	0	0	0
gunna	8542	4.58	1.1968	2506	0	0	4178
hazy	8543	4.58	1.4859	0	0	0	4839
hit	8544	4.58	1.8080	218	2768	881	276
insisted	8545	4.58	1.3415	0	3655	2919	0
inspector	8546	4.58	1.3107	0	0	4477	0
institution	8547	4.58	1.5791	0	2021	2409	0
jigga	8548	4.58	1.3716	0	0	0	4870
jurors	8549	4.58	1.4010	0	0	4308	0
kom	8550	4.58	1.2137	0	0	0	2806
lls	8551	4.58	1.4299	3884	0	0	0
lock	8552	4.58	1.0120	3205	0	0	1180
police	8553	4.58	1.8526	1009	1258	212	1354
radical	8554	4.58	1.6174	0	2553	4717	0
saudi	8555	4.58	1.4299	0	0	3179	0
senator	8556	4.58	1.4299	0	4492	612	0
stops	8557	4.58	1.2137	3487	0	4424	2035
whatever	8558	4.58	0.9916	1091	943	1668	606
durch	8559	4.57	1.4720	0	0	0	3692
unreal	8560	4.57	1.6708	0	0	0	4606
zal	8561	4.57	1.1902	0	0	0	3360
dose	8562	4.56	1.5004	0	3020	0	0
uit	8563	4.56	1.3824	0	0	0	2589
#idothat2	8564	4.56	1.6922	0	0	0	0
-p	8565	4.56	1.2149	0	0	0	0
@jordanknight	8566	4.56	1.3118	0	0	0	0
ads	8567	4.56	1.8424	1848	0	3357	0
anymore	8568	4.56	1.1634	862	0	4890	531
auf	8569	4.56	1.1457	1760	0	0	1149
blade	8570	4.56	1.6183	0	0	0	2723
blues	8571	4.56	1.9811	2772	0	3400	768
bout	8572	4.56	1.3273	410	0	0	566
boxing	8573	4.56	1.8534	4456	0	1889	0
broker	8574	4.56	1.5670	0	0	4053	0
bust	8575	4.56	1.6433	3994	0	0	806
crunk	8576	4.56	1.7280	0	0	0	2960
gon	8577	4.56	1.1980	1858	0	0	1093
grey	8578	4.56	1.6433	2959	3632	0	1385
hoe	8579	4.56	1.1980	2667	0	0	925
kuwait	8580	4.56	1.6801	0	0	4672	0
merely	8581	4.56	1.1457	0	914	3328	0
outta	8582	4.56	1.1278	1338	0	0	818
queda	8583	4.56	1.1457	0	0	0	4111
seh	8584	4.56	1.5005	0	0	0	2785
stoned	8585	4.56	2.2054	0	0	0	3112
w/o	8586	4.56	1.2961	0	0	0	0
yg	8587	4.56	1.0529	1394	0	0	0
separately	8588	4.55	1.5147	0	4783	0	0
uhh	8589	4.55	1.2427	0	0	0	1190
gaat	8590	4.55	1.2912	0	0	0	3189
appendix	8591	4.54	1.2370	0	2739	0	0
#epicpetwars	8592	4.54	1.1988	0	0	0	0
#formspringme	8593	4.54	1.2324	0	0	0	0
#shoutout	8594	4.54	1.7168	0	0	0	0
arbitrary	8595	4.54	1.5012	0	4425	0	0
axe	8596	4.54	1.8649	0	0	0	4399
beneath	8597	4.54	1.1287	0	2433	4768	1099
bit	8598	4.54	1.1287	382	1663	1399	558
blocks	8599	4.54	1.4172	0	3692	3767	2717
bom	8600	4.54	1.4598	2411	0	0	3667
caused	8601	4.54	0.9082	3977	1082	1753	3283
command	8602	4.54	1.5806	0	1136	3431	2541
conn	8603	4.54	1.4316	0	0	811	0
conservative	8604	4.54	1.9505	0	2940	1853	0
depois	8605	4.54	1.3433	4272	0	0	0
eh	8606	4.54	1.1988	1167	0	0	1907
er	8607	4.54	1.1104	1414	3374	0	778
gah	8608	4.54	1.3734	3571	0	0	0
gut	8609	4.54	1.0730	4010	0	0	2807
hw	8610	4.54	1.1817	3110	0	0	0
ima	8611	4.54	1.2324	926	0	0	2216
institutional	8612	4.54	1.9400	0	3516	4270	0
iv	8613	4.54	1.6686	4064	1179	0	0
ludacris	8614	4.54	1.7521	0	0	0	4183
narrow	8615	4.54	0.9941	0	1931	4246	4311
oder	8616	4.54	1.2651	4513	0	0	3524
pending	8617	4.54	1.2651	0	0	3288	0
pirate	8618	4.54	2.2058	4343	0	0	0
prolly	8619	4.54	1.1988	2914	0	0	0
regulation	8620	4.54	1.4598	0	2428	4022	0
rs	8621	4.54	1.4737	4099	3704	0	0
senators	8622	4.54	1.7286	0	0	3032	0
sheesh	8623	4.54	1.5147	4626	0	0	0
terms	8624	4.54	1.0539	4213	398	959	0
twisting	8625	4.54	1.4028	0	0	0	4087
urged	8626	4.54	1.2969	0	3804	2860	0
chains	8627	4.53	1.7690	0	4951	0	1325
chloride	8628	4.53	1.5425	0	4995	0	0
waits	8629	4.53	1.2433	0	0	0	2289
6am	8630	4.52	1.6689	0	0	0	0
blew	8631	4.52	1.4741	4251	0	0	1794
clique	8632	4.52	1.9085	0	0	0	3336
crucial	8633	4.52	1.5418	0	3533	3218	0
dependent	8634	4.52	1.6066	0	1730	0	0
former	8635	4.52	1.4320	1845	758	151	0
gak	8636	4.52	1.3285	3646	0	0	0
hadn	8637	4.52	1.1471	0	3984	0	0
investigations	8638	4.52	1.2974	0	4161	4161	0
leave	8639	4.52	1.3285	457	699	916	162
muss	8640	4.52	1.0736	4859	0	0	0
omfg	8641	4.52	2.0726	3150	0	0	0
previously	8642	4.52	1.3285	0	1658	1460	0
rule	8643	4.52	1.5285	2180	660	1518	1126
shud	8644	4.52	1.1993	4254	0	0	0
small	8645	4.52	1.3589	658	178	441	785
und	8646	4.52	1.1471	953	1771	0	428
utterly	8647	4.52	1.7052	0	4821	0	0
weight	8648	4.52	1.5550	1166	906	2959	1296
cocked	8649	4.51	1.6971	0	0	0	4661
daar	8650	4.51	1.3559	0	0	0	3179
pill	8651	4.51	1.6473	0	0	0	3102
@iamdiddy	8652	4.50	1.8979	0	0	0	0
ages	8653	4.50	1.4604	2652	2043	3408	3456
arab	8654	4.50	1.5940	0	3317	2540	0
corporations	8655	4.50	1.6194	0	4046	3851	0
disposed	8656	4.50	1.7291	0	4709	0	0
distance	8657	4.50	1.3132	4115	845	3467	1323
dong	8658	4.50	1.3887	4168	0	0	3959
few	8659	4.50	0.8864	361	193	335	804
govt	8660	4.50	1.8654	4197	0	0	0
nah	8661	4.50	1.1294	1396	0	0	1017
outst	8662	4.50	1.1473	0	0	4573	0
palestinians	8663	4.50	1.1995	0	0	2620	0
prob	8664	4.50	1.1112	2383	0	0	0
randomly	8665	4.50	1.1294	4512	0	0	0
regulatory	8666	4.50	1.4880	0	0	3987	0
reverse	8667	4.50	1.1112	0	3696	4763	4624
sangre	8668	4.50	1.2330	0	0	0	4941
temporary	8669	4.50	1.3439	0	2946	3528	0
goo	8670	4.49	1.5859	0	0	0	4389
couldn	8671	4.49	1.7335	0	1986	0	0
army	8672	4.48	2.0126	1529	593	795	2296
blow	8673	4.48	1.7407	1811	3411	4395	495
bs	8674	4.48	1.3285	2886	0	0	0
despite	8675	4.48	1.3438	2109	1307	933	3738
dunno	8676	4.48	1.2974	2353	0	0	0
elections	8677	4.48	1.5285	0	3347	1487	0
essays	8678	4.48	1.7870	0	3421	4889	0
grabbed	8679	4.48	1.7052	0	0	0	3123
heck	8680	4.48	1.3886	2603	0	0	0
hidden	8681	4.48	1.4320	4108	3094	4714	1934
issue	8682	4.48	1.4032	1607	812	470	0
lehman	8683	4.48	1.3130	0	0	3376	0
ms	8684	4.48	1.5550	1913	2694	107	4498
negroes	8685	4.48	2.0428	0	4626	0	0
nuthin	8686	4.48	1.4741	0	0	0	4990
snoop	8687	4.48	1.7984	0	0	0	1511
y	8688	4.48	1.1648	298	1016	2053	165
ashes	8689	4.47	1.9590	0	0	0	1802
commanded	8690	4.47	1.5956	0	4406	0	0
nerves	8691	4.47	1.6968	0	4371	0	3938
spill	8692	4.47	1.6845	0	0	0	3094
craving	8693	4.46	1.4598	3192	0	0	0
crowds	8694	4.46	1.8975	0	0	0	4403
gats	8695	4.46	1.6686	0	0	0	3481
hammer	8696	4.46	1.5414	3152	0	0	2167
isn't	8697	4.46	1.0730	0	0	0	0
kicks	8698	4.46	1.5677	3770	0	0	2573
lecture	8699	4.46	1.4316	4988	4470	0	0
neither	8700	4.46	1.2811	3036	811	1695	3074
ol	8701	4.46	1.3433	3505	0	0	4902
plastic	8702	4.46	1.2811	2620	4000	3193	2078
politics	8703	4.46	1.7637	2753	1033	977	4360
required	8704	4.46	1.3734	3768	490	1394	0
rigid	8705	4.46	1.6062	0	4578	0	0
rumble	8706	4.46	1.6563	0	0	0	4991
scarcely	8707	4.46	1.4028	0	2688	0	0
short	8708	4.46	1.1466	759	425	747	1052
shorter	8709	4.46	1.1643	0	4810	0	0
shy	8710	4.46	1.7404	3315	0	0	1762
skool	8711	4.46	1.7867	3087	0	0	0
thrown	8712	4.46	1.1643	4816	2939	4715	2322
tossed	8713	4.46	1.4875	0	0	0	4144
tricky	8714	4.46	1.5806	0	0	0	4644
compelled	8715	4.45	1.2758	0	3772	0	0
infantry	8716	4.45	2.0823	0	4857	0	0
auch	8717	4.44	1.1457	2049	0	0	2265
bail	8718	4.44	1.7162	0	0	4820	3476
blank	8719	4.44	0.8369	4989	0	0	3771
bottom	8720	4.44	1.3273	2258	1641	2369	1250
busta	8721	4.44	1.3874	0	0	0	1641
cop	8722	4.44	1.6922	3145	0	0	1558
correction	8723	4.44	1.3118	0	0	2995	0
court's	8724	4.44	1.3273	0	0	0	0
errands	8725	4.44	1.5407	4527	0	0	0
ew	8726	4.44	1.1095	3686	0	0	0
gay	8727	4.44	2.1774	944	3610	1874	2273
gaza	8728	4.44	1.3874	4822	0	4076	0
harder	8729	4.44	1.4730	2587	0	3478	1143
haze	8730	4.44	1.5539	0	0	0	2814
liable	8731	4.44	1.7398	0	3922	0	0
push	8732	4.44	1.4730	2100	4394	2695	733
rag	8733	4.44	1.2643	0	0	0	3730
require	8734	4.44	1.3118	0	1273	1652	0
tank	8735	4.44	1.6056	2249	4796	4829	3137
triste	8736	4.44	1.5928	0	0	0	4285
unusual	8737	4.44	1.4868	0	2987	2281	0
wat	8738	4.44	1.3118	665	0	0	1040
weed	8739	4.44	2.1011	3544	0	0	1077
glocks	8740	4.44	1.5697	0	0	0	4679
longing	8741	4.43	1.6956	0	0	0	2177
removal	8742	4.43	1.4720	0	2860	0	0
-d	8743	4.42	1.1265	0	0	0	0
behind	8744	4.42	1.2137	773	648	720	328
below	8745	4.42	1.2137	3080	649	1865	1196
boa	8746	4.42	1.7623	4114	0	0	0
breaks	8747	4.42	1.8305	2745	0	4779	1487
commercials	8748	4.42	1.8745	3106	0	4634	0
constraints	8749	4.42	1.5919	0	4442	0	0
controlling	8750	4.42	2.0513	0	4504	0	0
dum	8751	4.42	1.5265	0	0	0	2070
emotional	8752	4.42	1.7623	3550	2155	2861	3766
hides	8753	4.42	1.1082	0	0	0	3612
knocked	8754	4.42	1.1082	4071	0	0	2268
na	8755	4.42	0.9278	594	3919	0	288
nada	8756	4.42	1.1265	2032	0	0	1336
niet	8757	4.42	1.3864	2589	0	0	780
notwithstanding	8758	4.42	1.4441	0	4277	0	0
recalled	8759	4.42	1.7154	0	4611	2127	0
regulations	8760	4.42	1.2950	0	2599	2148	0
remains	8761	4.42	1.4441	4377	1038	1019	1798
republican	8762	4.42	1.9176	4226	3045	507	0
sem	8763	4.42	1.2304	3478	0	0	0
serious	8764	4.42	1.4581	561	1047	1045	1903
stumble	8765	4.42	1.5791	0	0	0	2980
treatment	8766	4.42	1.5398	3449	477	1354	0
vietnam	8767	4.42	1.9804	0	4545	2451	0
regime	8768	4.42	1.7964	0	2897	0	0
#retweetthisif	8769	4.40	1.4428	0	0	0	0
beats	8770	4.40	1.9272	2047	0	0	1159
brokers	8771	4.40	1.2936	0	0	4929	0
